Transaction_ID,Loan_ID,Payment_Date,Payment_Amount,Payment_Status
TXN00060177,LOAN009065,,46013.575,paid
TXN00060174,LOAN007686,21-10-2021,46013.575,paid
TXN00060176,LOAN000426,,46013.575,paid
TXN00060175,LOAN001720,,0,paid
TXN00006461,LOAN000412,,12703.65,paid
TXN00006462,LOAN005741,,12883.13,late
TXN00006460,LOAN007659,,11189.51,paid
TXN00006463,LOAN002214,,12023.5,paid
TXN00028833,LOAN011083,,452.19,paid
TXN00028829,LOAN000952,,473.26,paid
TXN00028830,LOAN009750,,0,missed
TXN00028827,LOAN011348,,466.6,paid
TXN00028828,LOAN008210,,497.63,paid
TXN00028831,LOAN000452,,477.43,late
TXN00001097,LOAN003749,,46013.575,paid
TXN00001096,LOAN000902,,46013.575,paid
TXN00001099,LOAN007735,,46013.575,paid
TXN00001098,LOAN005776,,46013.575,paid
TXN00023111,LOAN011131,,14053.24,paid
TXN00023116,LOAN008496,,14733.51,paid
TXN00023114,LOAN004421,,14992.26,paid
TXN00023112,LOAN003118,,0,late
TXN00023113,LOAN008347,,0,missed
TXN00023115,LOAN005853,,13770.76,paid
TXN00046243,LOAN007222,,6382.52,paid
TXN00046244,LOAN002548,,6377.09,paid
TXN00046241,LOAN006423,,6114.64,paid
TXN00046242,LOAN006186,,5663.79,paid
TXN00060047,LOAN011600,,33991.08,unknown
TXN00060046,LOAN004000,,38116.15,late
TXN00060049,LOAN006943,,0,missed
TXN00060048,LOAN010076,,38049.15,paid
TXN00063098,LOAN008275,,46013.575,paid
TXN00063099,LOAN011277,,41244.4,paid
TXN00063100,LOAN003488,,42892.49,paid
TXN00063097,LOAN000957,,44466.96,paid
TXN00023906,LOAN005490,,13564.12,paid
TXN00023905,LOAN009498,,0,missed
TXN00023908,LOAN007373,,13315.83,paid
TXN00023907,LOAN001093,,13454.63,paid
TXN00027183,LOAN007554,,46013.575,paid
TXN00027184,LOAN003837,,0,paid
TXN00027185,LOAN010892,,0,paid
TXN00027182,LOAN011521,,0,late
TXN00042506,LOAN005101,,3846.44,paid
TXN00042509,LOAN001012,28-02-2023,3901.4,paid
TXN00042505,LOAN007475,,3747.71,paid
TXN00042503,LOAN009438,,3713.16,paid
TXN00042508,LOAN003851,,0,missed
TXN00042504,LOAN010575,,3983.97,paid
TXN00042510,LOAN008961,,0,missed
TXN00042511,LOAN004172,09-04-2021,4116.84,paid
TXN00042507,LOAN010462,,3769.33,paid
TXN00013663,LOAN005421,,0,paid
TXN00013660,LOAN010976,,4062.76,paid
TXN00013666,LOAN002791,,4261.62,paid
TXN00013659,LOAN004283,,3859.36,paid
TXN00013661,LOAN004348,,4090.06,paid
TXN00013658,LOAN000353,,4392.6,paid
TXN00013662,LOAN005693,,4469.98,paid
TXN00013664,LOAN008679,,4220.82,no_transaction
TXN00013665,LOAN005725,,3874.39,paid
TXN00058672,LOAN004247,,12123.86,paid
TXN00058674,LOAN010215,,0,paid
TXN00058671,LOAN004858,,11779.09,paid
TXN00058670,LOAN002930,,11328.78,paid
TXN00058673,LOAN005457,,11780.32,paid
TXN00006590,LOAN007461,,34591.86,late
TXN00006588,LOAN006330,,34621.07,paid
TXN00006589,LOAN011699,,33068.31,late
TXN00006587,LOAN007066,,36399.22,paid
TXN00013072,LOAN009550,,28794.79,paid
TXN00013070,LOAN005293,,31790.08,paid
TXN00013073,LOAN003165,,0,missed
TXN00013071,LOAN011658,,31709.76,paid
TXN00013076,LOAN010869,,30316.49,paid
TXN00013075,LOAN011886,,30829.32,late
TXN00013074,LOAN004865,,0,paid
TXN00050834,LOAN006557,,46013.575,late
TXN00050835,LOAN002125,,46013.575,paid
TXN00050832,LOAN001246,,46013.575,paid
TXN00050833,LOAN010171,01-06-2022,46013.575,paid
TXN00060434,LOAN000558,,3009.13,paid
TXN00060436,LOAN009627,,3082.68,late
TXN00060435,LOAN005650,,3219.62,paid
TXN00060433,LOAN001990,,3254.3,no_transaction
TXN00045165,LOAN008576,16-03-2020,46013.575,paid
TXN00045162,LOAN004972,,46013.575,paid
TXN00045164,LOAN005529,,46013.575,paid
TXN00045163,LOAN004387,,46013.575,late
TXN00007799,LOAN008882,,1711.03,paid
TXN00007801,LOAN002408,,0,paid
TXN00007798,LOAN009057,,1783.58,paid
TXN00007805,LOAN000060,,1727.61,paid
TXN00007803,LOAN001071,25-09-2021,1692.66,paid
TXN00007804,LOAN003538,,1528.16,paid
TXN00007797,LOAN001134,,1563.33,paid
TXN00007802,LOAN000368,,-500,paid
TXN00007800,LOAN007273,,0,paid
TXN00005550,LOAN005319,,4164.15,late
TXN00005547,LOAN006527,,3994.14,paid
TXN00005552,LOAN005029,,4473.69,paid
TXN00005549,LOAN002344,,4330.01,paid
TXN00005553,LOAN004222,04-09-2023,4513.14,late
TXN00005551,LOAN001810,,4537.91,paid
TXN00005548,LOAN005012,,0,missed
TXN00018692,LOAN005053,,46013.575,paid
TXN00018694,LOAN000469,,46013.575,paid
TXN00018691,LOAN009177,01-06-2021,46013.575,paid
TXN00018693,LOAN008736,,46013.575,paid
TXN00027034,LOAN010423,,10988.47,late
TXN00027035,LOAN008769,,12591.05,paid
TXN00027036,LOAN007918,,11432.24,paid
TXN00027033,LOAN004277,,12105.88,paid
TXN00025703,LOAN010125,,3115.1,unknown
TXN00025709,LOAN009220,,0,late
TXN00025708,LOAN007329,,3436.6,late
TXN00025707,LOAN010943,,0,missed
TXN00025706,LOAN000542,,3249.19,paid
TXN00025705,LOAN002258,,3519.94,paid
TXN00025710,LOAN010628,,3123.41,paid
TXN00025704,LOAN004469,,3228.51,paid
TXN00031188,LOAN011357,,6095.58,paid
TXN00031192,LOAN007870,23-06-2024,5420.15,paid
TXN00031190,LOAN011549,,0,paid
TXN00031191,LOAN010814,,5662.09,paid
TXN00031189,LOAN008842,,5222.4,paid
TXN00041274,LOAN002196,,0,paid
TXN00041275,LOAN001959,,4820.15,late
TXN00041272,LOAN009949,,4683.89,paid
TXN00041273,LOAN000856,,4531.69,paid
TXN00004313,LOAN006363,,24543.5,paid
TXN00004314,LOAN007151,,21979.19,paid
TXN00004316,LOAN004541,,22854.96,paid
TXN00004315,LOAN003107,,24333.7,paid
TXN00057410,LOAN008607,,3738.71,paid
TXN00057412,LOAN009751,,3466.13,paid
TXN00057411,LOAN001602,,3867.2,paid
TXN00057413,LOAN009074,,3988.55,no_transaction
TXN00057414,LOAN004485,,3735.02,late
TXN00049461,LOAN009568,,46013.575,paid
TXN00049460,LOAN006796,,46013.575,no_transaction
TXN00049462,LOAN007001,,0,paid
TXN00049459,LOAN007466,,46013.575,late
TXN00030715,LOAN006211,,6376.05,paid
TXN00030713,LOAN002622,14-02-2020,5925.28,paid
TXN00030714,LOAN002073,,5987.04,paid
TXN00030712,LOAN009745,,5610.64,paid
TXN00030304,LOAN009727,,17899.75,paid
TXN00030301,LOAN009822,,17837.38,late
TXN00030306,LOAN005103,22-05-2023,18616.06,paid
TXN00030305,LOAN010178,,0,late
TXN00030303,LOAN005346,,17136.03,paid
TXN00030302,LOAN007349,,0,paid
TXN00049740,LOAN010256,,46013.575,paid
TXN00049738,LOAN003227,,46013.575,paid
TXN00049739,LOAN001599,,46013.575,paid
TXN00049741,LOAN002265,,46013.575,paid
TXN00060415,LOAN002201,,46013.575,paid
TXN00060417,LOAN009899,,46013.575,paid
TXN00060416,LOAN003634,,46013.575,paid
TXN00060418,LOAN002505,,46013.575,paid
TXN00060419,LOAN008112,,46013.575,paid
TXN00006879,LOAN008400,12-07-2023,46013.575,no_transaction
TXN00006881,LOAN010786,01-09-2021,46013.575,late
TXN00006882,LOAN010100,,0,paid
TXN00006883,LOAN008179,,46013.575,no_transaction
TXN00006880,LOAN005011,,46013.575,paid
TXN00026635,LOAN010580,,17217.36,paid
TXN00026630,LOAN000465,,18732.28,paid
TXN00026632,LOAN005560,,18381.3,late
TXN00026634,LOAN003806,,17109.58,no_transaction
TXN00026633,LOAN008494,,17440.93,no_transaction
TXN00026631,LOAN007053,,18297.88,paid
TXN00039930,LOAN001480,,46013.575,paid
TXN00039932,LOAN006598,,46013.575,paid
TXN00039931,LOAN007920,,46013.575,paid
TXN00039933,LOAN010652,,46013.575,paid
TXN00009490,LOAN003062,,18286.28,paid
TXN00009488,LOAN006392,,17908.19,paid
TXN00009487,LOAN002341,18-11-2020,0,paid
TXN00009489,LOAN000399,,17717.59,late
TXN00009486,LOAN001942,,16934,paid
TXN00009485,LOAN002449,,18725.42,no_transaction
TXN00052318,LOAN002159,,30677.95,
TXN00052320,LOAN007957,,27238.72,paid
TXN00052319,LOAN004514,,0,missed
TXN00052317,LOAN003893,,27272.71,paid
TXN00022892,LOAN007966,,44948.65,paid
TXN00022891,LOAN011869,,46013.575,paid
TXN00022890,LOAN002652,,45335.96,paid
TXN00022889,LOAN008586,,-500,paid
TXN00017584,LOAN004237,26-03-2022,0,missed
TXN00017583,LOAN005527,,12473.42,paid
TXN00017585,LOAN008216,,14048.12,paid
TXN00017582,LOAN001958,,0,paid
TXN00028415,LOAN007722,,0,paid
TXN00028412,LOAN007549,,0,paid
TXN00028413,LOAN005701,,0,late
TXN00028411,LOAN003966,,0,paid
TXN00028416,LOAN010813,,0,no_transaction
TXN00028414,LOAN000931,,0,paid
TXN00028410,LOAN007315,,0,paid
TXN00008178,LOAN001380,,1027.04,paid
TXN00008176,LOAN004907,,872.77,paid
TXN00008179,LOAN010053,,984.17,paid
TXN00008180,LOAN002809,,996.82,paid
TXN00008177,LOAN003036,,933.76,paid
TXN00048925,LOAN003359,,4699.27,paid
TXN00048924,LOAN005826,,5094.93,late
TXN00048923,LOAN003028,,4604.83,paid
TXN00048926,LOAN001819,,0,paid
TXN00020968,LOAN008120,,12821.75,late
TXN00020965,LOAN003248,,0,missed
TXN00020967,LOAN010883,,0,missed
TXN00020966,LOAN007782,,12082.15,late
TXN00020969,LOAN006654,,11388.67,paid
TXN00020964,LOAN002460,,0,missed
TXN00015828,LOAN006015,,0,paid
TXN00015830,LOAN009684,,0,missed
TXN00015827,LOAN001127,,46013.575,paid
TXN00015829,LOAN004434,,46013.575,paid
TXN00035602,LOAN007585,,11762.37,paid
TXN00035604,LOAN008725,,10907.95,paid
TXN00035603,LOAN010289,,10458.73,paid
TXN00035605,LOAN006525,,11340.46,paid
TXN00005457,LOAN004369,,0,missed
TXN00005458,LOAN007969,,0,missed
TXN00005459,LOAN001623,,22605.21,late
TXN00005461,LOAN011643,03-12-2022,0,missed
TXN00005460,LOAN000629,,0,missed
TXN00048594,LOAN003956,,37690.95,paid
TXN00048596,LOAN001858,,0,paid
TXN00048595,LOAN003423,,39931.58,late
TXN00048593,LOAN006175,,37825.41,paid
TXN00057313,LOAN009284,20-06-2023,33813.87,paid
TXN00057316,LOAN011680,,35543.13,paid
TXN00057315,LOAN003072,,33453.31,paid
TXN00057317,LOAN000599,18-11-2020,32308.94,paid
TXN00057314,LOAN003948,,34992.53,paid
TXN00057318,LOAN000224,,35596.1,paid
TXN00055531,LOAN009631,,39720.92,paid
TXN00055533,LOAN006475,,38043.31,late
TXN00055530,LOAN003318,,0,late
TXN00055532,LOAN000247,,39467.65,paid
TXN00055534,LOAN008352,,0,paid
TXN00033935,LOAN008749,,13961.59,paid
TXN00033932,LOAN009785,,0,late
TXN00033933,LOAN011882,,14173.83,late
TXN00033931,LOAN010811,,14496,paid
TXN00033930,LOAN006536,,14618.94,paid
TXN00033936,LOAN000600,,13995.75,paid
TXN00033934,LOAN004083,,15520.28,late
TXN00007902,LOAN007699,,5319.33,paid
TXN00007900,LOAN006442,,4960.1,paid
TXN00007901,LOAN004307,,4621.35,paid
TXN00007899,LOAN009413,,4796.07,paid
TXN00012617,LOAN005712,,0,missed
TXN00012618,LOAN002787,,6944.98,paid
TXN00012619,LOAN005328,,7418.65,paid
TXN00012616,LOAN005266,,7381.14,paid
TXN00018863,LOAN010436,,0,paid
TXN00018860,LOAN000833,,0,missed
TXN00018861,LOAN004084,,46013.575,late
TXN00018862,LOAN010808,,46013.575,paid
TXN00013512,LOAN006820,,46013.575,paid
TXN00013511,LOAN008896,,46013.575,paid
TXN00013514,LOAN005006,,46013.575,paid
TXN00013513,LOAN007868,,0,paid
TXN00001715,LOAN003699,,46013.575,late
TXN00001713,LOAN003463,,46013.575,late
TXN00001714,LOAN009189,,46013.575,paid
TXN00001716,LOAN009527,,46013.575,paid
TXN00038014,LOAN002186,,0,missed
TXN00038016,LOAN001776,,35092.79,late
TXN00038013,LOAN001258,,0,late
TXN00038015,LOAN001213,,38117.17,paid
TXN00054311,LOAN008332,,46013.575,paid
TXN00054310,LOAN006084,,0,no_transaction
TXN00054313,LOAN010893,29-05-2024,46013.575,paid
TXN00054312,LOAN011223,,46013.575,paid
TXN00024674,LOAN011573,,1531.8,paid
TXN00024675,LOAN003704,,1573.91,paid
TXN00024673,LOAN006323,,1499.25,paid
TXN00024672,LOAN003888,,1416.01,paid
TXN00024670,LOAN008183,,1466.57,late
TXN00024671,LOAN009319,,1517.01,paid
TXN00035929,LOAN001970,,12019.96,paid
TXN00035931,LOAN008986,,11706.44,paid
TXN00035930,LOAN005074,,12233.61,paid
TXN00035928,LOAN007818,16-08-2024,12995.69,paid
TXN00049575,LOAN009663,,1673.96,late
TXN00049580,LOAN008820,,1598.28,paid
TXN00049578,LOAN004279,,0,paid
TXN00049577,LOAN001745,,1739.84,paid
TXN00049579,LOAN005238,,1550.69,paid
TXN00049576,LOAN010554,,0,missed
TXN00049574,LOAN011353,,1753.63,paid
TXN00025660,LOAN002173,,22964.99,paid
TXN00025664,LOAN011892,28-09-2020,20403.76,paid
TXN00025662,LOAN001682,,21803.13,paid
TXN00025661,LOAN003450,,0,missed
TXN00025663,LOAN007935,,20677.08,paid
TXN00028865,LOAN001988,,21102.23,late
TXN00028866,LOAN011325,,21116.97,paid
TXN00028863,LOAN004874,,0,paid
TXN00028867,LOAN008603,,19778.58,paid
TXN00028864,LOAN009968,,19333.47,late
TXN00005850,LOAN010868,,1165.38,paid
TXN00005845,LOAN004651,,0,missed
TXN00005848,LOAN006751,,1116.43,paid
TXN00005846,LOAN010912,,1105.65,paid
TXN00005847,LOAN009999,,0,missed
TXN00005851,LOAN007097,31-05-2024,1010.59,late
TXN00005849,LOAN007299,,0,paid
TXN00052940,LOAN005032,,4554.06,paid
TXN00052941,LOAN010809,,5006.79,paid
TXN00052942,LOAN010818,,4400.67,late
TXN00052938,LOAN002331,,0,missed
TXN00052943,LOAN006552,,4695.9,paid
TXN00052939,LOAN008541,,4694.55,late
TXN00030155,LOAN007616,,5603.13,paid
TXN00030158,LOAN006295,,5768.7,paid
TXN00030156,LOAN003110,,5662.47,paid
TXN00030157,LOAN008215,,5904.98,paid
TXN00046939,LOAN008423,,0,missed
TXN00046940,LOAN002026,,12166.78,late
TXN00046934,LOAN010124,,0,missed
TXN00046935,LOAN008028,,11515.88,no_transaction
TXN00046936,LOAN008499,,11643.3,paid
TXN00046938,LOAN009163,19-08-2020,11881.25,paid
TXN00046937,LOAN009576,,11261.98,late
TXN00028817,LOAN008487,,9331.14,paid
TXN00028816,LOAN009766,,8495.41,paid
TXN00028815,LOAN006019,,0,late
TXN00028814,LOAN009781,,8992.83,late
TXN00010795,LOAN008191,,0,
TXN00010797,LOAN002532,,1929.51,paid
TXN00010794,LOAN001889,,0,missed
TXN00010793,LOAN001508,,1934.68,paid
TXN00010796,LOAN009282,,2086.42,paid
TXN00010798,LOAN000384,,2143.12,paid
TXN00010800,LOAN011425,,2058.88,paid
TXN00010799,LOAN005307,,2084.3,paid
TXN00010792,LOAN002158,,2192.98,paid
TXN00016668,LOAN004996,,29823.38,paid
TXN00016669,LOAN011618,,0,missed
TXN00016670,LOAN000173,,31087.04,paid
TXN00016667,LOAN002116,,0,late
TXN00016666,LOAN003633,,0,missed
TXN00004796,LOAN004029,,15212.19,paid
TXN00004797,LOAN011010,,15199.21,late
TXN00004803,LOAN007295,,16896.23,paid
TXN00004798,LOAN010292,,0,missed
TXN00004801,LOAN004617,,15277.42,paid
TXN00004804,LOAN002290,,16357.01,late
TXN00004799,LOAN009881,,15763.58,paid
TXN00004800,LOAN000678,,14925.62,paid
TXN00004802,LOAN007313,,16196.63,paid
TXN00021944,LOAN009122,,0,late
TXN00021943,LOAN010391,,0,paid
TXN00021945,LOAN000281,10-12-2023,46013.575,paid
TXN00007319,LOAN007882,15-03-2023,3950.2,paid
TXN00007317,LOAN001419,,3616.94,paid
TXN00007320,LOAN002215,,0,paid
TXN00007318,LOAN005202,,4021.16,paid
TXN00037708,LOAN002637,07-05-2022,31207.37,late
TXN00037707,LOAN000307,,31326.67,no_transaction
TXN00037709,LOAN008897,,27979.78,paid
TXN00037710,LOAN009717,,30849.63,paid
TXN00037706,LOAN007485,,30496.13,paid
TXN00019332,LOAN005381,,7977.12,paid
TXN00019329,LOAN002282,,0,missed
TXN00019330,LOAN010815,,8190.51,late
TXN00019331,LOAN002119,,0,paid
TXN00023748,LOAN004935,,14437.07,paid
TXN00023745,LOAN005142,,14714.21,paid
TXN00023747,LOAN010668,,14893.62,paid
TXN00023744,LOAN009425,,16039.11,paid
TXN00023746,LOAN006571,,0,paid
TXN00023749,LOAN009388,,16909.52,late
TXN00008907,LOAN004382,,3175.59,paid
TXN00008909,LOAN006134,,2740.4,late
TXN00008906,LOAN003041,,3185.83,paid
TXN00008908,LOAN006016,,2918.21,late
TXN00008905,LOAN011576,,3118.03,paid
TXN00008911,LOAN006834,,3150.9,paid
TXN00008910,LOAN008511,,0,paid
TXN00004871,LOAN000739,,2277.87,paid
TXN00004869,LOAN003293,,2333.25,paid
TXN00004872,LOAN010647,,2136.95,paid
TXN00004874,LOAN000971,,0,missed
TXN00004873,LOAN000479,,2169.96,paid
TXN00018533,LOAN002795,,46013.575,paid
TXN00018532,LOAN005734,,0,missed
TXN00018535,LOAN008071,,0.01,paid
TXN00018534,LOAN011006,,46013.575,paid
TXN00017302,LOAN010562,,0,paid
TXN00017307,LOAN011352,19-06-2022,0,missed
TXN00017305,LOAN011453,,46013.575,paid
TXN00017304,LOAN007307,,46013.575,late
TXN00017303,LOAN000428,,0.01,paid
TXN00017306,LOAN009165,,46013.575,paid
TXN00059707,LOAN006408,,2274.69,late
TXN00059708,LOAN003789,25-03-2022,2065.95,paid
TXN00059703,LOAN003093,,1945.15,late
TXN00059704,LOAN005733,,2066.04,paid
TXN00059705,LOAN001028,14-12-2020,0,missed
TXN00059710,LOAN003606,,2198.36,paid
TXN00059706,LOAN001820,,0,paid
TXN00059709,LOAN007095,,2293.77,paid
TXN00012517,LOAN007975,,46013.575,paid
TXN00012516,LOAN010729,,46013.575,paid
TXN00012514,LOAN002118,,0,paid
TXN00012515,LOAN003922,,0,missed
TXN00025056,LOAN009758,,5707.23,paid
TXN00025055,LOAN004467,,0,missed
TXN00025052,LOAN009135,,5188.83,paid
TXN00025054,LOAN011608,,5721.28,paid
TXN00025053,LOAN008833,,5066.16,late
TXN00026425,LOAN010915,,0,late
TXN00026430,LOAN006177,,1677.84,paid
TXN00026428,LOAN005745,28-04-2020,1714.64,paid
TXN00026427,LOAN006375,,1607.21,paid
TXN00026429,LOAN010031,,1664.57,paid
TXN00026426,LOAN006996,,0,missed
TXN00052597,LOAN007788,,0,paid
TXN00052598,LOAN008337,,0,paid
TXN00052596,LOAN004860,,0,late
TXN00052595,LOAN006566,21-11-2020,0,paid
TXN00045067,LOAN007756,,13236.05,paid
TXN00045066,LOAN002003,,14367.85,paid
TXN00045061,LOAN009871,,13263.18,late
TXN00045065,LOAN009885,,13241.79,paid
TXN00045063,LOAN004293,,15246.28,paid
TXN00045062,LOAN002741,,0,late
TXN00045064,LOAN009969,06-12-2021,0,missed
TXN00028795,LOAN010610,,9872.18,paid
TXN00028793,LOAN007481,02-08-2023,9458.32,paid
TXN00028794,LOAN004507,,9886.45,paid
TXN00028792,LOAN002488,,0,paid
TXN00032958,LOAN010515,,16231.52,paid
TXN00032960,LOAN011755,,15994.29,paid
TXN00032959,LOAN002193,,15845.91,paid
TXN00032956,LOAN000108,,16607.04,late
TXN00032957,LOAN001053,15-06-2021,16007.26,paid
TXN00045209,LOAN008771,,46013.575,late
TXN00045210,LOAN001394,,46013.575,late
TXN00045208,LOAN011198,,0,missed
TXN00045211,LOAN009034,,46013.575,late
TXN00028926,LOAN008124,,-8.62,paid
TXN00028921,LOAN002301,,0,paid
TXN00028924,LOAN009397,12-04-2020,0,late
TXN00028925,LOAN005805,,-8.44,late
TXN00028922,LOAN003737,,-8.79,late
TXN00028923,LOAN002779,,-7.47,paid
TXN00028927,LOAN003595,,-7.56,paid
TXN00025174,LOAN009116,,1139.95,late
TXN00025170,LOAN008530,,1082.09,paid
TXN00025169,LOAN004752,,1095.3,paid
TXN00025173,LOAN004379,,1100.37,paid
TXN00025172,LOAN011616,24-09-2020,0,missed
TXN00025171,LOAN011786,,1049.62,paid
TXN00009484,LOAN002586,,0,missed
TXN00009483,LOAN009423,25-07-2020,2082.52,late
TXN00009482,LOAN010261,,1881.32,paid
TXN00009481,LOAN005705,,2024.83,paid
TXN00016131,LOAN010532,,8821.54,late
TXN00016129,LOAN002373,,9060.38,paid
TXN00016130,LOAN011340,,0,missed
TXN00016132,LOAN000761,,9492.71,late
TXN00050635,LOAN010469,,46013.575,late
TXN00050634,LOAN004772,,46013.575,late
TXN00050636,LOAN003752,,46013.575,late
TXN00050637,LOAN006373,,0,missed
TXN00022312,LOAN010064,,46013.575,paid
TXN00022313,LOAN009176,10-11-2020,46013.575,paid
TXN00022311,LOAN009402,,46013.575,paid
TXN00050863,LOAN011390,,46013.575,paid
TXN00050864,LOAN002713,,46013.575,paid
TXN00050865,LOAN007874,,46013.575,paid
TXN00050866,LOAN009327,,46013.575,paid
TXN00020630,LOAN002614,24-03-2023,998.64,paid
TXN00020628,LOAN008747,,927.87,paid
TXN00020629,LOAN002157,,1040.83,paid
TXN00020627,LOAN010900,,963.76,paid
TXN00037041,LOAN005825,,43408.55,paid
TXN00037040,LOAN004158,,46013.575,paid
TXN00037043,LOAN000045,,0,paid
TXN00037045,LOAN009828,,40204.54,paid
TXN00037042,LOAN000976,26-10-2022,46013.575,paid
TXN00037044,LOAN000442,,45381.87,late
TXN00027804,LOAN001101,,42666.68,paid
TXN00027807,LOAN008239,,46013.575,paid
TXN00027806,LOAN007251,,44806.64,paid
TXN00027805,LOAN011197,,45956.09,paid
TXN00041073,LOAN003719,,46013.575,paid
TXN00041071,LOAN007382,,0,paid
TXN00041074,LOAN009105,,46013.575,late
TXN00041072,LOAN002310,,46013.575,paid
TXN00041075,LOAN010972,,46013.575,late
TXN00001258,LOAN006237,,8842.81,paid
TXN00001261,LOAN002132,,0,paid
TXN00001260,LOAN007346,,7843.15,paid
TXN00001259,LOAN003210,10-04-2020,8200.37,paid
TXN00046042,LOAN001008,,0,paid
TXN00046040,LOAN005378,,0,missed
TXN00046043,LOAN010812,,45818.84,no_transaction
TXN00046046,LOAN002757,,46013.575,
TXN00046041,LOAN005314,,46013.575,paid
TXN00046044,LOAN010947,,46013.575,late
TXN00046045,LOAN008689,,0,missed
TXN00014194,LOAN007953,,11198.67,paid
TXN00014193,LOAN004435,,10282.81,paid
TXN00014192,LOAN006345,,9849.46,late
TXN00014195,LOAN010051,,10778.7,paid
TXN00045032,LOAN005290,,4522.49,late
TXN00045035,LOAN005157,,0,late
TXN00045034,LOAN008273,,0,missed
TXN00045031,LOAN003263,,5091.16,paid
TXN00045030,LOAN011482,,0,late
TXN00045029,LOAN002403,,0,missed
TXN00045033,LOAN009290,,4675.42,paid
TXN00020752,LOAN008134,,23747.36,paid
TXN00020755,LOAN008380,,0,paid
TXN00020756,LOAN005480,,0,paid
TXN00020757,LOAN005549,21-06-2020,22135.28,late
TXN00020760,LOAN010933,,23735.92,late
TXN00020754,LOAN000862,,21821.54,paid
TXN00020758,LOAN008190,,24942.44,late
TXN00020753,LOAN000782,,21688.98,no_transaction
TXN00020759,LOAN008311,,23196.82,paid
TXN00020495,LOAN011332,20-10-2021,3212.71,paid
TXN00020498,LOAN008935,,2780.43,paid
TXN00020496,LOAN008363,,2907.56,paid
TXN00013340,LOAN008117,,0,paid
TXN00013339,LOAN008893,,23770.58,paid
TXN00013341,LOAN009929,,21255.43,late
TXN00013342,LOAN006648,,22903.14,paid
TXN00056134,LOAN010896,,0,missed
TXN00056131,LOAN006377,,0,paid
TXN00056133,LOAN003140,,46013.575,paid
TXN00056132,LOAN002781,,46013.575,paid
TXN00061608,LOAN010196,,19375.47,paid
TXN00061609,LOAN001465,,19239.06,paid
TXN00061611,LOAN007211,,0,paid
TXN00061610,LOAN003614,,18204.41,late
TXN00014294,LOAN009147,07-08-2020,3245.09,paid
TXN00014292,LOAN004548,04-02-2023,3002.32,paid
TXN00014293,LOAN007908,,3319.18,paid
TXN00014289,LOAN009403,26-06-2023,3279,paid
TXN00014290,LOAN011511,,3415.04,paid
TXN00014288,LOAN005919,,0,paid
TXN00014291,LOAN009715,12-06-2021,3347.62,paid
TXN00036528,LOAN007473,,15761.58,paid
TXN00036530,LOAN008264,,15251.41,paid
TXN00036527,LOAN007262,,15310.1,late
TXN00036529,LOAN003706,,15141.45,paid
TXN00020301,LOAN001080,31-07-2021,46013.575,paid
TXN00020304,LOAN005998,,27958.95,late
TXN00020303,LOAN000033,,29623.43,paid
TXN00020302,LOAN003054,08-01-2020,0,missed
TXN00014698,LOAN000861,,14855.17,paid
TXN00014704,LOAN007649,,13454.95,no_transaction
TXN00014699,LOAN001216,,0,missed
TXN00014701,LOAN007904,,0,paid
TXN00014702,LOAN007749,,12889.27,paid
TXN00014703,LOAN001487,,12969.71,late
TXN00014700,LOAN008217,,12816.85,paid
TXN00027793,LOAN001679,,11779.99,paid
TXN00027792,LOAN005056,,0,missed
TXN00027796,LOAN004388,,11351.38,paid
TXN00027795,LOAN009117,31-03-2022,10378.68,paid
TXN00027797,LOAN003736,,11542.03,paid
TXN00027794,LOAN003516,,11284.26,paid
TXN00027791,LOAN005911,,11730.87,paid
TXN00005071,LOAN001039,,24425.82,paid
TXN00005069,LOAN003047,,26112.16,paid
TXN00005073,LOAN010618,,25935.8,paid
TXN00005070,LOAN007441,17-04-2022,0,missed
TXN00005074,LOAN005486,,24968.89,late
TXN00005072,LOAN009496,,22696.99,paid
TXN00037822,LOAN011817,,0,late
TXN00037823,LOAN008553,,0,paid
TXN00037829,LOAN007226,,12544.36,paid
TXN00037824,LOAN002799,,11722.67,late
TXN00037827,LOAN005645,,11579.4,late
TXN00037826,LOAN007291,,12502.27,paid
TXN00037828,LOAN005993,,0,late
TXN00037825,LOAN007551,,10848.91,paid
TXN00037830,LOAN009705,,11242.57,late
TXN00031891,LOAN003522,,4920.43,paid
TXN00031898,LOAN000936,,0,paid
TXN00031899,LOAN001470,,5093.07,paid
TXN00031894,LOAN001696,,4601.64,paid
TXN00031895,LOAN004431,,4833.16,paid
TXN00031892,LOAN004622,,4882.7,paid
TXN00031897,LOAN000023,,4814.28,paid
TXN00031896,LOAN009578,,5036.4,paid
TXN00031893,LOAN008590,,5134.44,late
TXN00061034,LOAN000261,,5426.3,no_transaction
TXN00061035,LOAN008042,,6151.89,paid
TXN00061039,LOAN005970,,5872.16,paid
TXN00061040,LOAN001237,,5884.22,paid
TXN00061037,LOAN008855,,5889.5,paid
TXN00061036,LOAN003315,,5578.87,paid
TXN00061038,LOAN001661,,0,paid
TXN00029924,LOAN003303,,10652.78,paid
TXN00029923,LOAN003040,,11527.47,paid
TXN00029925,LOAN005519,13-06-2021,11393.14,paid
TXN00029926,LOAN010694,,10710.14,paid
TXN00017183,LOAN009106,,16132.41,paid
TXN00017182,LOAN007269,,15686.67,paid
TXN00017186,LOAN011905,,13700.66,late
