Loan_ID,Customer_ID,Loan_Amount,Loan_Type,Interest_Rate,Loan_Term,Loan_Status,Debt_to_Income_Ratio,Age,Gender,Income,Employment_Type,Years_of_Employment,Credit_Score,Transaction_ID,Payment_Date,Payment_Amount,Payment_Status,EMI,High_Risk,Income_Group,Credit_Group
LOAN003946,CUST05469,2172439,home loan,9.31,24,paid,0.99,45,male,77517,salaried,8,711,TXN00021248,03-10-2022,2961.21,paid,90518.29167,0,Lower-Mid,Good
LOAN003946,CUST05469,2172439,home loan,9.31,24,paid,0.99,45,male,77517,salaried,8,711,TXN00021246,,0,missed,90518.29167,0,Lower-Mid,Good
LOAN003946,CUST05469,2172439,home loan,9.31,24,paid,0.99,45,male,77517,salaried,8,711,TXN00021243,,3258.47,paid,90518.29167,0,Lower-Mid,Good
LOAN003946,CUST05469,2172439,home loan,9.31,24,paid,0.99,45,male,77517,salaried,8,711,TXN00021242,,3004.23,paid,90518.29167,0,Lower-Mid,Good
LOAN003946,CUST05469,2172439,home loan,9.31,24,paid,0.99,45,male,77517,salaried,8,711,TXN00021241,,3259.98,paid,90518.29167,0,Lower-Mid,Good
LOAN003946,CUST05469,2172439,home loan,9.31,24,paid,0.99,45,male,77517,salaried,8,711,TXN00021244,03-06-2022,3090.58,paid,90518.29167,0,Lower-Mid,Good
LOAN003946,CUST05469,2172439,home loan,9.31,24,paid,0.99,45,male,77517,salaried,8,711,TXN00021240,,2986.52,paid,90518.29167,0,Lower-Mid,Good
LOAN001488,CUST04628,585749,car loan,9.61,12,ongoing,0.01,21,male,0,business owner,1,717,TXN00007987,,475.98,paid,48812.41667,0,Unknown,Good
LOAN001488,CUST04628,585749,car loan,9.61,12,ongoing,0.01,21,male,0,business owner,1,717,TXN00007980,,457.77,paid,48812.41667,0,Unknown,Good
LOAN001488,CUST04628,585749,car loan,9.61,12,ongoing,0.01,21,male,0,business owner,1,717,TXN00007985,,485.75,paid,48812.41667,0,Unknown,Good
LOAN001488,CUST04628,585749,car loan,9.61,12,ongoing,0.01,21,male,0,business owner,1,717,TXN00007982,,486.93,paid,48812.41667,0,Unknown,Good
LOAN001488,CUST04628,585749,car loan,9.61,12,ongoing,0.01,21,male,0,business owner,1,717,TXN00007981,,514.55,,48812.41667,0,Unknown,Good
LOAN001488,CUST04628,585749,car loan,9.61,12,ongoing,0.01,21,male,0,business owner,1,717,TXN00007983,,491.79,paid,48812.41667,0,Unknown,Good
LOAN001488,CUST04628,585749,car loan,9.61,12,ongoing,0.01,21,male,0,business owner,1,717,TXN00007986,,507.56,paid,48812.41667,0,Unknown,Good
LOAN001488,CUST04628,585749,car loan,9.61,12,ongoing,0.01,21,male,0,business owner,1,717,TXN00007984,19-09-2023,508.66,late,48812.41667,0,Unknown,Good
LOAN006111,CUST03839,521876,HOME LOAN,9.53,120,paid,0,22,male,116289,salaried,1,562,TXN00032934,,0,missed,4348.966667,0,Mid,Poor
LOAN006111,CUST03839,521876,HOME LOAN,9.53,120,paid,0,22,male,116289,salaried,1,562,TXN00032932,,46013.575,late,4348.966667,0,Mid,Poor
LOAN006111,CUST03839,521876,HOME LOAN,9.53,120,paid,0,22,male,116289,salaried,1,562,TXN00032933,,46013.575,late,4348.966667,0,Mid,Poor
LOAN006111,CUST03839,521876,HOME LOAN,9.53,120,paid,0,22,male,116289,salaried,1,562,TXN00032931,,46013.575,late,4348.966667,0,Mid,Poor
LOAN011350,CUST05823,1053905,,8.99,36,unknown,0,56,female,37858,self-employed,2,711,TXN00061074,,26011.29,late,29275.13889,0,Low,Good
LOAN011350,CUST05823,1053905,,8.99,36,unknown,0,56,female,37858,self-employed,2,711,TXN00061076,,27512.73,late,29275.13889,0,Low,Good
LOAN011350,CUST05823,1053905,,8.99,36,unknown,0,56,female,37858,self-employed,2,711,TXN00061077,,24295.97,paid,29275.13889,0,Low,Good
LOAN011350,CUST05823,1053905,,8.99,36,unknown,0,56,female,37858,self-employed,2,711,TXN00061073,,25153.13,late,29275.13889,0,Low,Good
LOAN011350,CUST05823,1053905,,8.99,36,unknown,0,56,female,37858,self-employed,2,711,TXN00061072,,25401.87,paid,29275.13889,0,Low,Good
LOAN011350,CUST05823,1053905,,8.99,36,unknown,0,56,female,37858,self-employed,2,711,TXN00061075,,24205.44,paid,29275.13889,0,Low,Good
LOAN011350,CUST05823,1053905,,8.99,36,unknown,0,56,female,37858,self-employed,2,711,TXN00061071,,25799.52,paid,29275.13889,0,Low,Good
LOAN008871,CUST04628,335970,personal loan,13.3,24,paid,0,21,male,0,business owner,1,717,TXN00047730,,0,paid,13998.75,0,Unknown,Good
LOAN008871,CUST04628,335970,personal loan,13.3,24,paid,0,21,male,0,business owner,1,717,TXN00047728,,1225.17,paid,13998.75,0,Unknown,Good
LOAN008871,CUST04628,335970,personal loan,13.3,24,paid,0,21,male,0,business owner,1,717,TXN00047731,,1189.58,paid,13998.75,0,Unknown,Good
LOAN008871,CUST04628,335970,personal loan,13.3,24,paid,0,21,male,0,business owner,1,717,TXN00047727,,1121.75,,13998.75,0,Unknown,Good
LOAN008871,CUST04628,335970,personal loan,13.3,24,paid,0,21,male,0,business owner,1,717,TXN00047729,,1321.24,paid,13998.75,0,Unknown,Good
LOAN008226,CUST01901,478041,PERSONAL LOAN,12.32,240,ongoing,0,22,male,90337,salaried,2,719,TXN00044241,,7153.92,no_transaction,1991.8375,0,Lower-Mid,Good
LOAN008226,CUST01901,478041,PERSONAL LOAN,12.32,240,ongoing,0,22,male,90337,salaried,2,719,TXN00044240,,6977.98,paid,1991.8375,0,Lower-Mid,Good
LOAN008226,CUST01901,478041,PERSONAL LOAN,12.32,240,ongoing,0,22,male,90337,salaried,2,719,TXN00044243,,7371.6,late,1991.8375,0,Lower-Mid,Good
LOAN008226,CUST01901,478041,PERSONAL LOAN,12.32,240,ongoing,0,22,male,90337,salaried,2,719,TXN00044242,,0,missed,1991.8375,0,Lower-Mid,Good
LOAN002210,CUST01500,323071,education loan,30,84,paid,0,29,male,147224,salaried,8,553,TXN00011864,,46013.575,paid,3846.083333,0,Mid,Poor
LOAN002210,CUST01500,323071,education loan,30,84,paid,0,29,male,147224,salaried,8,553,TXN00011867,,46013.575,late,3846.083333,0,Mid,Poor
LOAN002210,CUST01500,323071,education loan,30,84,paid,0,29,male,147224,salaried,8,553,TXN00011866,,0,missed,3846.083333,0,Mid,Poor
LOAN002210,CUST01500,323071,education loan,30,84,paid,0,29,male,147224,salaried,8,553,TXN00011865,,46013.575,paid,3846.083333,0,Mid,Poor
LOAN009596,CUST02933,2913874,Mortgage,9.17,120,ongoing,0,27,male,126625,salaried,8,824,TXN00051607,,0,paid,24282.28333,0,Mid,Excellent
LOAN009596,CUST02933,2913874,Mortgage,9.17,120,ongoing,0,27,male,126625,salaried,8,824,TXN00051609,,5531.69,paid,24282.28333,0,Mid,Excellent
LOAN009596,CUST02933,2913874,Mortgage,9.17,120,ongoing,0,27,male,126625,salaried,8,824,TXN00051608,,5421.51,late,24282.28333,0,Mid,Excellent
LOAN009596,CUST02933,2913874,Mortgage,9.17,120,ongoing,0,27,male,126625,salaried,8,824,TXN00051606,,6091.8,late,24282.28333,0,Mid,Excellent
LOAN009596,CUST02933,2913874,Mortgage,9.17,120,ongoing,0,27,male,126625,salaried,8,824,TXN00051605,,5799.98,paid,24282.28333,0,Mid,Excellent
LOAN008076,CUST05620,1487046,Car Loan,11.33,48,paid,0.99,27,male,3186,unemployed,0,850,TXN00043491,,46013.575,paid,30980.125,0,Low,Excellent
LOAN008076,CUST05620,1487046,Car Loan,11.33,48,paid,0.99,27,male,3186,unemployed,0,850,TXN00043488,,46013.575,late,30980.125,0,Low,Excellent
LOAN008076,CUST05620,1487046,Car Loan,11.33,48,paid,0.99,27,male,3186,unemployed,0,850,TXN00043489,,0,missed,30980.125,0,Low,Excellent
LOAN008076,CUST05620,1487046,Car Loan,11.33,48,paid,0.99,27,male,3186,unemployed,0,850,TXN00043490,,46013.575,paid,30980.125,0,Low,Excellent
LOAN011947,CUST01901,1122218,Mortgage,6.93,84,,0,22,male,90337,salaried,2,719,TXN00064309,,14446.4,paid,13359.7381,0,Lower-Mid,Good
LOAN011947,CUST01901,1122218,Mortgage,6.93,84,,0,22,male,90337,salaried,2,719,TXN00064303,,0,paid,13359.7381,0,Lower-Mid,Good
LOAN011947,CUST01901,1122218,Mortgage,6.93,84,,0,22,male,90337,salaried,2,719,TXN00064304,,13854.78,paid,13359.7381,0,Lower-Mid,Good
LOAN011947,CUST01901,1122218,Mortgage,6.93,84,,0,22,male,90337,salaried,2,719,TXN00064305,,0,missed,13359.7381,0,Lower-Mid,Good
LOAN011947,CUST01901,1122218,Mortgage,6.93,84,,0,22,male,90337,salaried,2,719,TXN00064307,,14888.11,paid,13359.7381,0,Lower-Mid,Good
LOAN011947,CUST01901,1122218,Mortgage,6.93,84,,0,22,male,90337,salaried,2,719,TXN00064308,,14032.96,paid,13359.7381,0,Lower-Mid,Good
LOAN011947,CUST01901,1122218,Mortgage,6.93,84,,0,22,male,90337,salaried,2,719,TXN00064306,,14080.87,paid,13359.7381,0,Lower-Mid,Good
LOAN005791,CUST00015,703025,PERSONAL LOAN,20.16,24,default,0,39,male,68762,salaried,18,730,TXN00031179,,5267.33,paid,29292.70833,1,Lower-Mid,Good
LOAN005791,CUST00015,703025,PERSONAL LOAN,20.16,24,default,0,39,male,68762,salaried,18,730,TXN00031175,,-500,paid,29292.70833,1,Lower-Mid,Good
LOAN005791,CUST00015,703025,PERSONAL LOAN,20.16,24,default,0,39,male,68762,salaried,18,730,TXN00031178,,0,paid,29292.70833,1,Lower-Mid,Good
LOAN005791,CUST00015,703025,PERSONAL LOAN,20.16,24,default,0,39,male,68762,salaried,18,730,TXN00031177,,5478.66,paid,29292.70833,1,Lower-Mid,Good
LOAN005791,CUST00015,703025,PERSONAL LOAN,20.16,24,default,0,39,male,68762,salaried,18,730,TXN00031176,,5063.75,paid,29292.70833,1,Lower-Mid,Good
LOAN007764,CUST03140,604422,Student Loan,8.48,12,default,0.99,61,female,80222.5,salaried,14,495,TXN00041755,,7661.94,paid,50368.5,1,Lower-Mid,Poor
LOAN007764,CUST03140,604422,Student Loan,8.48,12,default,0.99,61,female,80222.5,salaried,14,495,TXN00041751,,6923.41,paid,50368.5,1,Lower-Mid,Poor
LOAN007764,CUST03140,604422,Student Loan,8.48,12,default,0.99,61,female,80222.5,salaried,14,495,TXN00041752,20-09-2022,7701.02,late,50368.5,1,Lower-Mid,Poor
LOAN007764,CUST03140,604422,Student Loan,8.48,12,default,0.99,61,female,80222.5,salaried,14,495,TXN00041753,,7392.03,paid,50368.5,1,Lower-Mid,Poor
LOAN007764,CUST03140,604422,Student Loan,8.48,12,default,0.99,61,female,80222.5,salaried,14,495,TXN00041754,,6840.68,paid,50368.5,1,Lower-Mid,Poor
LOAN007764,CUST03140,604422,Student Loan,8.48,12,default,0.99,61,female,80222.5,salaried,14,495,TXN00041758,,7871.15,paid,50368.5,1,Lower-Mid,Poor
LOAN007764,CUST03140,604422,Student Loan,8.48,12,default,0.99,61,female,80222.5,salaried,14,495,TXN00041757,,7349.04,paid,50368.5,1,Lower-Mid,Poor
LOAN007764,CUST03140,604422,Student Loan,8.48,12,default,0.99,61,female,80222.5,salaried,14,495,TXN00041759,,7008.84,late,50368.5,1,Lower-Mid,Poor
LOAN007764,CUST03140,604422,Student Loan,8.48,12,default,0.99,61,female,80222.5,salaried,14,495,TXN00041756,,0,missed,50368.5,1,Lower-Mid,Poor
LOAN005558,CUST02839,804079,Vehicle Loan,10.99,36,paid,0.99,24,female,61551,se,3,778,TXN00029911,,44052.14,paid,22335.52778,0,Lower-Mid,Excellent
LOAN005558,CUST02839,804079,Vehicle Loan,10.99,36,paid,0.99,24,female,61551,se,3,778,TXN00029913,02-12-2023,45407.45,late,22335.52778,0,Lower-Mid,Excellent
LOAN005558,CUST02839,804079,Vehicle Loan,10.99,36,paid,0.99,24,female,61551,se,3,778,TXN00029912,,0,missed,22335.52778,0,Lower-Mid,Excellent
LOAN005558,CUST02839,804079,Vehicle Loan,10.99,36,paid,0.99,24,female,61551,se,3,778,TXN00029914,02-01-2024,46013.575,paid,22335.52778,0,Lower-Mid,Excellent
LOAN010380,CUST00587,686374,Biz Loan,12.48,84,paid,0,56,male,201640,unknown,4,627,TXN00055841,,27668.64,paid,8171.119048,0,Upper-Mid,Average
LOAN010380,CUST00587,686374,Biz Loan,12.48,84,paid,0,56,male,201640,unknown,4,627,TXN00055843,,24364.56,paid,8171.119048,0,Upper-Mid,Average
LOAN010380,CUST00587,686374,Biz Loan,12.48,84,paid,0,56,male,201640,unknown,4,627,TXN00055845,20-07-2023,25617.28,paid,8171.119048,0,Upper-Mid,Average
LOAN010380,CUST00587,686374,Biz Loan,12.48,84,paid,0,56,male,201640,unknown,4,627,TXN00055842,21-04-2023,27278.61,paid,8171.119048,0,Upper-Mid,Average
LOAN010380,CUST00587,686374,Biz Loan,12.48,84,paid,0,56,male,201640,unknown,4,627,TXN00055844,,25698.68,paid,8171.119048,0,Upper-Mid,Average
LOAN003660,CUST03280,450037,personal loan,13.79,48,paid,0,64,female,206667,business owner,13,850,TXN00019714,,46013.575,paid,9375.770833,0,Upper-Mid,Excellent
LOAN003660,CUST03280,450037,personal loan,13.79,48,paid,0,64,female,206667,business owner,13,850,TXN00019713,,46013.575,paid,9375.770833,0,Upper-Mid,Excellent
LOAN003660,CUST03280,450037,personal loan,13.79,48,paid,0,64,female,206667,business owner,13,850,TXN00019716,,46013.575,paid,9375.770833,0,Upper-Mid,Excellent
LOAN003660,CUST03280,450037,personal loan,13.79,48,paid,0,64,female,206667,business owner,13,850,TXN00019715,,46013.575,late,9375.770833,0,Upper-Mid,Excellent
LOAN011763,CUST03839,277435,Auto Loan,10.19,120,ongoing,0,22,male,116289,salaried,1,562,TXN00063329,,0,late,2311.958333,0,Mid,Poor
LOAN011763,CUST03839,277435,Auto Loan,10.19,120,ongoing,0,22,male,116289,salaried,1,562,TXN00063326,21-08-2021,0,missed,2311.958333,0,Mid,Poor
LOAN011763,CUST03839,277435,Auto Loan,10.19,120,ongoing,0,22,male,116289,salaried,1,562,TXN00063327,,2317.45,paid,2311.958333,0,Mid,Poor
LOAN011763,CUST03839,277435,Auto Loan,10.19,120,ongoing,0,22,male,116289,salaried,1,562,TXN00063328,,0,paid,2311.958333,0,Mid,Poor
LOAN007484,CUST02173,383389,personal loan,12.87,48,paid,0,47,non-binary,71449,self-employed,19,743,TXN00040256,,28529.71,paid,7987.270833,0,Lower-Mid,Good
LOAN007484,CUST02173,383389,personal loan,12.87,48,paid,0,47,non-binary,71449,self-employed,19,743,TXN00040254,,29041.56,paid,7987.270833,0,Lower-Mid,Good
LOAN007484,CUST02173,383389,personal loan,12.87,48,paid,0,47,non-binary,71449,self-employed,19,743,TXN00040255,,28800.29,paid,7987.270833,0,Lower-Mid,Good
LOAN007484,CUST02173,383389,personal loan,12.87,48,paid,0,47,non-binary,71449,self-employed,19,743,TXN00040253,,27227.14,paid,7987.270833,0,Lower-Mid,Good
LOAN009877,CUST03571,1755544,,9.64,240,ongoing,0,59,male,33274,salaried,28,726,TXN00053138,,0,late,7314.766667,0,Low,Good
LOAN009877,CUST03571,1755544,,9.64,240,ongoing,0,59,male,33274,salaried,28,726,TXN00053141,29-05-2022,3509.12,paid,7314.766667,0,Low,Good
LOAN009877,CUST03571,1755544,,9.64,240,ongoing,0,59,male,33274,salaried,28,726,TXN00053137,,3079.14,paid,7314.766667,0,Low,Good
LOAN009877,CUST03571,1755544,,9.64,240,ongoing,0,59,male,33274,salaried,28,726,TXN00053140,,3526.59,paid,7314.766667,0,Low,Good
LOAN009877,CUST03571,1755544,,9.64,240,ongoing,0,59,male,33274,salaried,28,726,TXN00053139,,3518.72,paid,7314.766667,0,Low,Good
LOAN000908,CUST04270,703025,Car Loan,10.53,36,paid,0,40,female,212552,entrepreneur,7,835,TXN00004843,,17258.28,paid,19528.47222,0,Upper-Mid,Excellent
LOAN000908,CUST04270,703025,Car Loan,10.53,36,paid,0,40,female,212552,entrepreneur,7,835,TXN00004840,,19619.48,paid,19528.47222,0,Upper-Mid,Excellent
LOAN000908,CUST04270,703025,Car Loan,10.53,36,paid,0,40,female,212552,entrepreneur,7,835,TXN00004842,,19687.36,paid,19528.47222,0,Upper-Mid,Excellent
LOAN000908,CUST04270,703025,Car Loan,10.53,36,paid,0,40,female,212552,entrepreneur,7,835,TXN00004839,,17828.44,paid,19528.47222,0,Upper-Mid,Excellent
LOAN000908,CUST04270,703025,Car Loan,10.53,36,paid,0,40,female,212552,entrepreneur,7,835,TXN00004844,,0,paid,19528.47222,0,Upper-Mid,Excellent
LOAN000908,CUST04270,703025,Car Loan,10.53,36,paid,0,40,female,212552,entrepreneur,7,835,TXN00004838,,19504.39,paid,19528.47222,0,Upper-Mid,Excellent
LOAN000908,CUST04270,703025,Car Loan,10.53,36,paid,0,40,female,212552,entrepreneur,7,835,TXN00004845,,18775.89,paid,19528.47222,0,Upper-Mid,Excellent
LOAN000908,CUST04270,703025,Car Loan,10.53,36,paid,0,40,female,212552,entrepreneur,7,835,TXN00004841,19-04-2022,18392.81,paid,19528.47222,0,Upper-Mid,Excellent
LOAN000908,CUST04270,703025,Car Loan,10.53,36,paid,0,40,female,212552,entrepreneur,7,835,TXN00004846,,18262.17,paid,19528.47222,0,Upper-Mid,Excellent
LOAN008947,CUST00015,703025,SME Loan,20.2,12,default,0.02,39,male,68762,salaried,18,730,TXN00048139,,1849.02,paid,58585.41667,1,Lower-Mid,Good
LOAN008947,CUST00015,703025,SME Loan,20.2,12,default,0.02,39,male,68762,salaried,18,730,TXN00048141,,1830.88,paid,58585.41667,1,Lower-Mid,Good
LOAN008947,CUST00015,703025,SME Loan,20.2,12,default,0.02,39,male,68762,salaried,18,730,TXN00048142,,0,paid,58585.41667,1,Lower-Mid,Good
LOAN008947,CUST00015,703025,SME Loan,20.2,12,default,0.02,39,male,68762,salaried,18,730,TXN00048143,,1827.51,paid,58585.41667,1,Lower-Mid,Good
LOAN010733,CUST02173,1886974,Housing Loan,9.07,180,ongoing,0,47,non-binary,71449,self-employed,19,743,TXN00057750,,3980.98,late,10483.18889,0,Lower-Mid,Good
LOAN010733,CUST02173,1886974,Housing Loan,9.07,180,ongoing,0,47,non-binary,71449,self-employed,19,743,TXN00057753,,4147.1,paid,10483.18889,0,Lower-Mid,Good
LOAN010733,CUST02173,1886974,Housing Loan,9.07,180,ongoing,0,47,non-binary,71449,self-employed,19,743,TXN00057751,,0,paid,10483.18889,0,Lower-Mid,Good
LOAN010733,CUST02173,1886974,Housing Loan,9.07,180,ongoing,0,47,non-binary,71449,self-employed,19,743,TXN00057749,,3920.23,paid,10483.18889,0,Lower-Mid,Good
LOAN009942,CUST03677,190007,PL,11.7,36,ongoing,0,63,unknown,113768,salaried,14,769,TXN00053502,,473.22,paid,5277.972222,0,Mid,Excellent
LOAN009942,CUST03677,190007,PL,11.7,36,ongoing,0,63,unknown,113768,salaried,14,769,TXN00053505,,486.16,paid,5277.972222,0,Mid,Excellent
LOAN009942,CUST03677,190007,PL,11.7,36,ongoing,0,63,unknown,113768,salaried,14,769,TXN00053504,31-03-2023,466.93,late,5277.972222,0,Mid,Excellent
LOAN009942,CUST03677,190007,PL,11.7,36,ongoing,0,63,unknown,113768,salaried,14,769,TXN00053506,29-05-2023,460.57,paid,5277.972222,0,Mid,Excellent
LOAN009942,CUST03677,190007,PL,11.7,36,ongoing,0,63,unknown,113768,salaried,14,769,TXN00053501,,479.68,paid,5277.972222,0,Mid,Excellent
LOAN009942,CUST03677,190007,PL,11.7,36,ongoing,0,63,unknown,113768,salaried,14,769,TXN00053503,02-03-2023,0,paid,5277.972222,0,Mid,Excellent
LOAN006093,CUST04270,483128,Car Loan,11.54,180,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00032823,,12862.99,paid,2684.044444,0,Upper-Mid,Excellent
LOAN006093,CUST04270,483128,Car Loan,11.54,180,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00032827,,14611.17,paid,2684.044444,0,Upper-Mid,Excellent
LOAN006093,CUST04270,483128,Car Loan,11.54,180,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00032824,,13478.32,paid,2684.044444,0,Upper-Mid,Excellent
LOAN006093,CUST04270,483128,Car Loan,11.54,180,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00032822,,14132.24,paid,2684.044444,0,Upper-Mid,Excellent
LOAN006093,CUST04270,483128,Car Loan,11.54,180,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00032826,,0,paid,2684.044444,0,Upper-Mid,Excellent
LOAN006093,CUST04270,483128,Car Loan,11.54,180,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00032821,,14422.85,paid,2684.044444,0,Upper-Mid,Excellent
LOAN006093,CUST04270,483128,Car Loan,11.54,180,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00032825,01-04-2023,14404.94,paid,2684.044444,0,Upper-Mid,Excellent
LOAN006093,CUST04270,483128,Car Loan,11.54,180,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00032828,,12329.8,paid,2684.044444,0,Upper-Mid,Excellent
LOAN009004,CUST04827,263904,PL,11.07,12,ongoing,0,51,female,94993,unknown,20,703,TXN00048454,,12106.68,late,21992,0,Lower-Mid,Good
LOAN009004,CUST04827,263904,PL,11.07,12,ongoing,0,51,female,94993,unknown,20,703,TXN00048450,,12759.01,paid,21992,0,Lower-Mid,Good
LOAN009004,CUST04827,263904,PL,11.07,12,ongoing,0,51,female,94993,unknown,20,703,TXN00048452,,12183.24,paid,21992,0,Lower-Mid,Good
LOAN009004,CUST04827,263904,PL,11.07,12,ongoing,0,51,female,94993,unknown,20,703,TXN00048451,,12029.32,paid,21992,0,Lower-Mid,Good
LOAN009004,CUST04827,263904,PL,11.07,12,ongoing,0,51,female,94993,unknown,20,703,TXN00048453,,12415.06,paid,21992,0,Lower-Mid,Good
LOAN009004,CUST04827,263904,PL,11.07,12,ongoing,0,51,female,94993,unknown,20,703,TXN00048455,,11747.62,paid,21992,0,Lower-Mid,Good
LOAN000986,CUST03222,241872,Personal,13.73,84,unknown,0,49,female,65628,salaried,7,726,TXN00005279,,38563.83,paid,2879.428571,0,Lower-Mid,Good
LOAN000986,CUST03222,241872,Personal,13.73,84,unknown,0,49,female,65628,salaried,7,726,TXN00005280,,36014.73,late,2879.428571,0,Lower-Mid,Good
LOAN000986,CUST03222,241872,Personal,13.73,84,unknown,0,49,female,65628,salaried,7,726,TXN00005281,03-02-2023,34381.78,paid,2879.428571,0,Lower-Mid,Good
LOAN000986,CUST03222,241872,Personal,13.73,84,unknown,0,49,female,65628,salaried,7,726,TXN00005277,,34129.64,paid,2879.428571,0,Lower-Mid,Good
LOAN000986,CUST03222,241872,Personal,13.73,84,unknown,0,49,female,65628,salaried,7,726,TXN00005278,,34760.91,paid,2879.428571,0,Lower-Mid,Good
LOAN000986,CUST03222,241872,Personal,13.73,84,unknown,0,49,female,65628,salaried,7,726,TXN00005282,,35320.57,paid,2879.428571,0,Lower-Mid,Good
LOAN000986,CUST03222,241872,Personal,13.73,84,unknown,0,49,female,65628,salaried,7,726,TXN00005276,,37843.91,paid,2879.428571,0,Lower-Mid,Good
LOAN004409,CUST00015,493168,education loan,17.78,120,ongoing,0,39,male,68762,salaried,18,730,TXN00023734,,46013.575,late,4109.733333,0,Lower-Mid,Good
LOAN004409,CUST00015,493168,education loan,17.78,120,ongoing,0,39,male,68762,salaried,18,730,TXN00023737,,0,missed,4109.733333,0,Lower-Mid,Good
LOAN004409,CUST00015,493168,education loan,17.78,120,ongoing,0,39,male,68762,salaried,18,730,TXN00023738,,46013.575,late,4109.733333,0,Lower-Mid,Good
LOAN004409,CUST00015,493168,education loan,17.78,120,ongoing,0,39,male,68762,salaried,18,730,TXN00023736,,46013.575,paid,4109.733333,0,Lower-Mid,Good
LOAN004409,CUST00015,493168,education loan,17.78,120,ongoing,0,39,male,68762,salaried,18,730,TXN00023735,09-05-2021,46013.575,paid,4109.733333,0,Lower-Mid,Good
LOAN007518,,265850,car loan,10.51,60,ongoing,0,,,,,,,TXN00040417,,46013.575,paid,4430.833333,0,Unknown,Unknown
LOAN007518,,265850,car loan,10.51,60,ongoing,0,,,,,,,TXN00040416,,46013.575,late,4430.833333,0,Unknown,Unknown
LOAN007518,,265850,car loan,10.51,60,ongoing,0,,,,,,,TXN00040415,,46013.575,late,4430.833333,0,Unknown,Unknown
LOAN007518,,265850,car loan,10.51,60,ongoing,0,,,,,,,TXN00040419,,46013.575,paid,4430.833333,0,Unknown,Unknown
LOAN007518,,265850,car loan,10.51,60,ongoing,0,,,,,,,TXN00040418,,46013.575,paid,4430.833333,0,Unknown,Unknown
LOAN009986,CUST04599,76324,Personal Loan,11.63,120,paid,0,61,female,118103,salaried,6,702,TXN00053733,13-03-2024,0,paid,636.0333333,0,Mid,Good
LOAN009986,CUST04599,76324,Personal Loan,11.63,120,paid,0,61,female,118103,salaried,6,702,TXN00053734,,0,missed,636.0333333,0,Mid,Good
LOAN009986,CUST04599,76324,Personal Loan,11.63,120,paid,0,61,female,118103,salaried,6,702,TXN00053735,,0,paid,636.0333333,0,Mid,Good
LOAN009986,CUST04599,76324,Personal Loan,11.63,120,paid,0,61,female,118103,salaried,6,702,TXN00053736,,0,late,636.0333333,0,Mid,Good
LOAN004154,CUST05823,572613,Mortgage,9.18,120,unknown,0,56,female,37858,self-employed,2,711,TXN00022339,,46013.575,paid,4771.775,0,Low,Good
LOAN004154,CUST05823,572613,Mortgage,9.18,120,unknown,0,56,female,37858,self-employed,2,711,TXN00022341,,46013.575,paid,4771.775,0,Low,Good
LOAN004154,CUST05823,572613,Mortgage,9.18,120,unknown,0,56,female,37858,self-employed,2,711,TXN00022340,,46013.575,paid,4771.775,0,Low,Good
LOAN004154,CUST05823,572613,Mortgage,9.18,120,unknown,0,56,female,37858,self-employed,2,711,TXN00022338,,46013.575,paid,4771.775,0,Low,Good
LOAN011580,CUST04270,944132,HOME LOAN,8.56,84,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00062325,,34636.59,paid,11239.66667,0,Upper-Mid,Excellent
LOAN011580,CUST04270,944132,HOME LOAN,8.56,84,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00062321,,34647.47,paid,11239.66667,0,Upper-Mid,Excellent
LOAN011580,CUST04270,944132,HOME LOAN,8.56,84,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00062322,,0,late,11239.66667,0,Upper-Mid,Excellent
LOAN011580,CUST04270,944132,HOME LOAN,8.56,84,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00062319,,32567.74,paid,11239.66667,0,Upper-Mid,Excellent
LOAN011580,CUST04270,944132,HOME LOAN,8.56,84,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00062323,,0,missed,11239.66667,0,Upper-Mid,Excellent
LOAN011580,CUST04270,944132,HOME LOAN,8.56,84,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00062324,,0,missed,11239.66667,0,Upper-Mid,Excellent
LOAN011580,CUST04270,944132,HOME LOAN,8.56,84,ongoing,0,40,female,212552,entrepreneur,7,835,TXN00062320,,32869.62,paid,11239.66667,0,Upper-Mid,Excellent
LOAN005844,CUST05817,703025,Personal,14.89,24,default,0.92,45,male,221985,business owner,13,759,TXN00031480,,21228.21,paid,29292.70833,1,Upper-Mid,Excellent
LOAN005844,CUST05817,703025,Personal,14.89,24,default,0.92,45,male,221985,business owner,13,759,TXN00031479,,0,missed,29292.70833,1,Upper-Mid,Excellent
