Customer_ID,Age,Gender,Income,Employment_Type,Years_of_Employment,Credit_Score
CUST00012,49,male,121165,SALARIED,2,783
CUST00606, ,m,149673,salaried,Unknown,716
CUST04250,35,m,"$50,220",Sal.,2,597
CUST02890,54,Male ,84311,Sal.,27,850
CUST00874,65,M,266215,Business Owner,25,850
CUST02931,63,Male,125205,Full-Time,15,653
CUST03243,46,male,140065,Sal.,nan,799
CUST04035,24,FEMALE,64214,Self employed,4,535
CUST05211,45,N/A,98291,Full-Time,12,765
CUST03254,56,f,134175,BUSINESS OWNER,35,850
CUST01229,22,F,122279,Full-Time,1,689
CUST02225,39,Female,60209,SALARIED,11,714
CUST03075,48,FEMALE,4394,Not Employed,0,633
CUST01186,48,Male,293152,Biz Owner,21,693
CUST02523,60,Male ,46108,Full-Time,31,745
CUST02298,34,f,55228,self-employed,12,850
CUST02291,28,nan,156495,Biz Owner,1,718
CUST03817,43,MALE,33658,SALARIED,23,628
CUST02427,63, Female,132628/-,Full-Time,28,795
CUST03755,50,Male,144739,SALARIED,25,601
CUST00312,63,Male,21406,Free Lancer,20,640
CUST03889,43,FEMALE,133621,Full-Time,12,718
CUST05881,37,FEMALE,66075,Salaried,999,743
CUST02564,33,female,57468,Gig Worker,6,510
CUST04285,37,F,45770,Self employed,16,596
CUST03914,44,Male ,,Self Employed,22,#N/A
CUST01600,63,Male ,131415,SALARIED,6,555
CUST05344,57,Male ,83637,SALARIED,5,472
CUST02567,43,f,33564,SE,11,720
CUST01516,63,NB,80967,Salaried,34,707
CUST01130,30, Female,43155,salaried,9,753
CUST02805,34, Female,75203,freelancer,#N/A,
CUST02684,28,Male,76440,self-employed,7,726
CUST01668,43,female,77246,Salaried,5,652
CUST03391,38,F,1864,unemployed,0,
CUST05813,49,male,17213,Freelancer,28,729
CUST05732,29,Male ,52461,Self-Employed,1,693
CUST01367,45,m,106434,salaried,17,999
CUST01545,21,F,92305,Full-Time,1,594
CUST05907,40, Female,63235,salaried,16,757
CUST01351,33,f,70503,Self Employed,5,605
CUST01021,39,f,47101,Full-Time,10,734
CUST05097,65,non-binary,116274,self-employed,1,757
CUST00885,30,FEMALE,88752,Salaried,9,850
CUST00235,42, Female,125765,Salaried,17,749
CUST03632,43,Female,129224,SALARIED,15,577
CUST04380,42,male,126303,SALARIED,,649
CUST00429,21,M,83779,Self Employed,1,606
CUST01519,56,FEMALE,N/A,SALARIED,4,690
CUST04905,30,m,37747,Gig Worker,8,504
CUST02787,-5,F,64392,Biz Owner,1,676
CUST00179,38,f,"$140,207",Salaried,11,724
CUST02016,65,F,INR 118139,Self-Employed, ,613
CUST05663,25, Female,71550,salaried,4,N/A
CUST02861,59,female,54172,Salaried,2,757
CUST03961,48,M,62761,SALARIED,22,615
CUST04732,54,male,1242,Unemployed,0,577
CUST02833,48,male,84033,salaried,22,681
CUST00086,35,Female,122145,Salaried,3,705
CUST02727,21,FEMALE,7825,unemployed,0,767
CUST02857,45,Male,40660,Salaried,12,762
CUST01106,38,male,84243,Self-Employed,10,761
CUST03029,24, Female,116909,Sal.,1,675
CUST05969,59,FEMALE,26436,self-employed,16,694
CUST05994,22,f,129506,Business Owner,2,772
CUST01390,26,FEMALE,Unknown,SE,4,641
CUST02030,58,MALE,N/A,Sal.,20,850
CUST04073,24,MALE,102835,SALARIED,1,648
CUST03864,31,Male,107024,Self Employed,11,761
CUST04919,63,FEMALE,71838,Full-Time,30,752
CUST01628,52,MALE,266916,BUSINESS OWNER,N/A,699
CUST02323,33,F,55886,salaried,1,791
CUST03828,42,Male ,134609,BUSINESS OWNER,4,575
CUST00031,37,Male,117340,SE,10,808
CUST03546,37,Male ,141931,SALARIED,8,740
CUST04102,28,MALE,34407,Self-Employed,4,720
CUST01685,29,m,32714,Salaried,9,700
CUST01502,40,female,NULL,Full-Time,100,nan
CUST04254,62,Female,8245,UNEMPLOYED,0,711
CUST03893,42,m,142082,salaried,14,753
CUST00692,32, Female,98417,Full-Time,9,809
CUST04823,49,M,-1,Salaried,2,556
CUST00986,31,Male,8944,Unemployed,0,742
CUST02634,34,MALE,175946,BUSINESS OWNER,9,578
CUST04476,28,Male ,51903,self-employed,6,850
CUST05209,48,FEMALE,80302,salaried,16,831
CUST00056,47,FEMALE,19959,freelancer,N/A,787
CUST03691,33,M,73306,self-employed,11,799
CUST03603,29,Male ,7848,unemployed,0,675
CUST03901,42,M,100569,Self-Employed,22,806
CUST00421,53,M,82648,salaried,1,726
CUST02005,51, ,128232,Sal.,28,782
CUST04055,61,female,147543,Entrepreneur,33,765
CUST04695,65, Female,88762,self-employed,5,850
CUST04383,35,F, ,Entrepreneur,13,703
CUST03093,33,male,119315,Self Employed,6,470
CUST01857,54,MALE,37738,Self employed,25,710
CUST05203,40,m,38205,Unknown,11,763
CUST05083,41,m,#N/A,salaried,8,694
CUST03454,39,male,130379, ,5,594
CUST00652,200,Male,NULL,SALARIED,NULL,817
CUST01162,31,M,85676,Full-Time,8,762
CUST00238,58,m,89345,Salaried,1,834
CUST05864,36,Female,129307,Full-Time,2,584
CUST05693,63,female,128681,salaried,13,824
CUST03084,40,Male ,293717,Biz Owner,9,711
CUST05264,50,Female,147056,SALARIED,2,715
CUST04395,65,M,43965,FREELANCER,33,706
CUST05611,61,female,61327,Gig Worker,31,671
CUST04876,62,f,116514,Full-Time,26,850
CUST02508,24, Female,73959,salaried,2,637
CUST04321,42,nan,47201,Self-Employed,8,621
CUST04520,30,Female,261921,Biz Owner,4,850
CUST01108,29,female,80260,Self-Employed,4,NULL
CUST00873,62,F,104679,self-employed,23,734
CUST03162,62,Male ,"$42,487",Sal.,34,849
CUST01480,58,female,129826,Full-Time,32,625
CUST05591,28,female,264124,NULL,7,629
CUST01957,34,male,103561,salaried,13,752
CUST03146,NULL,Female,58045,FREELANCER,15,#N/A
CUST05464,57,Male ,NULL,SALARIED,33,738
CUST01500,29,male,147224,SALARIED,8,553
CUST03767,36,f,-5000,Business owner,11,657
CUST04458,52,Male,101017,Self employed,19,999
CUST04894,33,FEMALE,274743,nan,10,662
CUST02637,34,,72827,salaried,12,850
CUST03449,21,M,81690,Self Employed,999,617
CUST02753,51,female,78875,Sal.,4,441
CUST00883,28,MALE,109643,Sal.,4,771
CUST05167,50,FEMALE,43759,Sal.,11,536
CUST00497,50,female,47363,nan,26,798
CUST01712,29,Male,157618,Entrepreneur,8,545
CUST04302,25,female,60317,Gig Worker,3,706
CUST05661,44,male,79121,Salaried, ,789
CUST01363,57,female,131071,SALARIED,N/A,574
CUST01222,34, Female,86102,salaried,12,605
CUST02556,30,Male ,54114,FREELANCER,2,736
CUST03764,21,Male,54214,freelancer,1,641
CUST03448,52,f,43544,salaried,3,703
CUST03778, ,M,236024,Entrepreneur,1,698
CUST04437,7,female,120845,Full-Time,nan,565
CUST02020,34,FEMALE,37074,Sal.,nan,742
CUST02644,33,female,209579,BUSINESS OWNER,Unknown,819
CUST04404,46, Female,86200,salaried,14,796
CUST03402,27,FEMALE,126663,Salaried,6,611
CUST01920,26,Male ,48769,Self Employed,6,665
CUST02517,37,male,N/A,Free Lancer,15,666
CUST00091,62,F,124021,NULL,14,850
CUST00580,55,f,55955,nan,34,540
CUST05271,21,m,264174,Entrepreneur,1,850
CUST00772,37,Male ,51814,Gig Worker,12,771
CUST04189,33,Male,#N/A,Self employed,6,550
CUST05336,40,FEMALE,70627,Gig Worker,8,775
CUST05058,21,male,65785,FREELANCER,1,756
CUST01574,44,m,61608,salaried,6,503
CUST02386,NULL,female,298331,Business owner,26,768
CUST02589,44,male,87531,Self-Employed,24,639
CUST05044,33,f,8538,UNEMPLOYED,0,704
CUST01538,38,M,N/A,salaried,12,769
CUST00063,-5,MALE,113531,Salaried,10,756
CUST03212,35,MALE,20850,Free Lancer,6,657
CUST04627,22,Female,nan,Self Employed,,572
CUST00075,53,female,90494,Entrepreneur,NULL,685
CUST02361,62,F,Unknown,Self Employed,35,667
CUST00471,29,FEMALE,NULL,UNEMPLOYED,0,660
CUST02774,50,m,276828,Entrepreneur,3,721
CUST00091,62,F,124021,NULL,14,850
CUST00137,21,#N/A,87694,Self-Employed,1,575
CUST03180,39,Male,185534,Biz Owner,19,641
CUST05622,50,F,235651,BUSINESS OWNER,4,736
CUST00853,49,male,76991,Self Employed,4,669
CUST03067,36,N/A,56535,Salaried,#N/A,0
CUST01627,62,Male ,109549,self-employed,4,625
CUST02725,47, Female,107322,salaried,NULL,691
CUST04454,24,female,108715,Sal.,1,743
CUST01893,N/A,Female,74077,FREELANCER,nan,783
CUST04002,38, Female,80705,Full-Time,13,769
CUST00876,29, Female,50390,SALARIED,2,646
CUST03728,61,Male,Unknown,Entrepreneur,19,703
CUST05298,N/A,M,"$127,540",Sal.,7,634
CUST00735,35,m,-5000,Unemployed,0,N/A
CUST02925,41,Male ,89794,salaried,15,803
CUST00561,45,male,8950,Unemployed,0,537
CUST01980,46,f,118463,Salaried,23,653
CUST05629,61, Female, ,salaried,27,850
CUST03173,46,m,46609,self-employed,20,762
CUST05365,53,Male ,"$59,901",Self employed,18,658
CUST04738,39,M,35499,Free Lancer,12,727
CUST04645,36,m,96471,Full-Time,8,692
CUST02711,49,female,80117,salaried,#N/A,723
CUST01140,57,Male,42192,self-employed,3,681
CUST05119,62,f,95565,Salaried,999,731
CUST03972,43,f,,Full-Time,14,681
CUST03092,43,Male ,54996,salaried,23,636
CUST04844,48,FEMALE,83343,N/A,6,767
CUST02911,45,female,65753,FREELANCER,16,580
CUST02620,27,MALE,115082,salaried,3,785
CUST00823,59,m,53136,Biz Owner,5,1200
CUST03081,30,Female,125192,Sal.,2,661
CUST01637,58,male,33864,Salaried,nan,615
CUST04186,43, Female,20973,Self-Employed,15,1200
CUST00697,22,Female,219781,Entrepreneur,1,843
CUST01308,36,female,116157,Self-Employed,3,669
CUST04127,32,F,Unknown,BUSINESS OWNER,5,734
CUST05152,30,Female,80982,SALARIED,3,730
CUST00315,33,male,INR 104007,Salaried,2, 
CUST00451,65, Female,43583,SE,3,719
CUST04757,38,Male,1491,Not Employed,0,718
CUST03787,29,f,57280,salaried,3,772
CUST00552,47,male,278195,Business owner,12,653
CUST01126,54,Male ,281817,Entrepreneur,7,676
CUST04662,38,MALE,2146,unemployed,0,648
CUST04498,63,M,101598,Salaried,34,782
CUST04588,21,female,144515,salaried,1,604
CUST04053,,MALE,225984,nan,4,679
CUST04910,,non-binary,55671,Sal.,1,791
CUST00854,35,Male,56775,FREELANCER,8,768
CUST01450,52,F,167248,,1,590
CUST04343,47,male,60986.00,Business owner,NULL,589
CUST01843,55,m,54339,freelancer,12,796
CUST02480,43,f,53083,SE,17,774
CUST00770,55,#N/A,73896,Sal.,30,765
CUST05951,7,female,135426,Salaried,27,850
CUST02382,44,Male,58145,Salaried,23,787
CUST02477,24,,58470,Self employed,2,N/A
CUST00515,23,NULL,93757,salaried,2, 
CUST03521,49,m,119215,Salaried,8,786
CUST05809,44, Female,nan,SE,N/A,500
CUST05492,39,m,57240,SE,10,671
CUST04714,64, Female,110905,SALARIED,28,488
CUST04299,64,M,82112,Self Employed,34,808
CUST04580,39,M,N/A,Sal.,2,672
CUST02524,32,Male ,78013,salaried,3,628
CUST05350,26,m,64257,Salaried,6,749
CUST03160,42,male,208504,#N/A,16,808
CUST01195,29,male,7425,unemployed,0,776
CUST02151,46,male,183700,Business owner,3,732
CUST00184,28,M,108374,Self-Employed,6,744
CUST01701,31, Female,149995,Salaried,,631
CUST00102, ,NULL,105900,Full-Time,nan,605
CUST00159,25, Female,34347,Gig Worker,4,724
CUST03434,65,FEMALE,60091,Gig Worker,34,661
CUST03559,26,FEMALE,,Full-Time,6,724
CUST03935,42,Male ,49330,SALARIED,7,715
CUST03714,NULL,Female,58754.00,Salaried,4,662
CUST03844,39,f,86164,self-employed,4,Unknown
CUST00384,62,F,99999999,freelancer, ,809
CUST03400,48,f,53959,Sal.,18,804
CUST01218,22,Female,105707,salaried,1,636
CUST02878,52,male,29422,Self-Employed,14,700
CUST01099,46,F,284867,Business owner,nan,732
CUST01193,30,,57245,Salaried,nan,632
CUST01792,23,f,#N/A,SE,3,573
CUST04333,54,Male,99379,Sal.,15,811
CUST02711,49,female,80117,salaried,#N/A,723
CUST02705,51,male,66086,Full-Time,999,798
CUST00426,55,MALE,97282,Full-Time,4,630
CUST05473,61,M,140472,Business Owner,26,850
CUST00305,65,m,4714,Jobless,0,820
CUST05855,47,FEMALE,"$1,323",unemployed,0,797
CUST02120,44,Female,5449,unemployed,0,687
CUST02948,38,FEMALE,108134.00,SALARIED,5,713
CUST02596,23,Female,138545,Salaried,3,718
CUST05673,36,f,76835,salaried,15,782
CUST05105,34,F,49961,Salaried,11,#N/A
CUST02576,26,M,242591,BUSINESS OWNER,2,686
CUST05686,39,M,4911,unemployed,0,Unknown
CUST05369,42,f,146065,Full-Time,7,662
CUST02226,27, Female,26015,Gig Worker,Unknown,569
CUST03763,47,Male,122521,Salaried,N/A,762
CUST05595,40,Male,40364,SALARIED,15,717
CUST01154,42,M,"$58,666",Full-Time,8,Unknown
CUST00978,25,Female,45484,SALARIED,3,849
CUST01446,, Female,186379.00,Business Owner,33, 
CUST00720,44,NULL,INR 132694,NULL,21,nan
CUST05953,59,male,,Full-Time,27,850
CUST05871,26,F,236985,Business Owner,5,655
CUST03163,50,m,218823,Biz Owner,20,666
CUST00564,54,Male,77394,Salaried,5,726
CUST05100,38, Female,106397,Full-Time,,790
CUST00381,60,FEMALE,172916,Business owner,23,812
CUST03859,39, Female,53054,freelancer,17,772
CUST05340,54,M,"$105,172",self-employed,999,722
CUST01496,130,MALE,INR 109625,SE,25,756
CUST04325,56,F,3868,Jobless,0,576
CUST00926,60,MALE,117405,Sal.,2,635
CUST01697,34,male,118016,self-employed,11,763
CUST01636,34,male,111151,salaried,11,585
CUST05407,56, Female,60679/-,Salaried,13,725
CUST04704,25,m,41501,Salaried,3,850
CUST00222,38,Male,103241,salaried,13,743
CUST04678,23,M,117959,salaried,2,687
CUST01731,51,F,27278,Self-Employed,#N/A,675
CUST03581,46, Female,NULL,Sal.,10,0
CUST03558,34,NB,59683,freelancer,nan,850
CUST01885,51,,95287,BUSINESS OWNER,15,624
CUST03895,nan, Female,107054,SALARIED,26, 
CUST02654,50,f,182049,Entrepreneur,22,775
CUST04509,#N/A,Male,74887,Sal.,27,620
CUST02865,44,Male ,89462,Self employed,23,660
CUST04342,28,m,45538,SALARIED,2,700
CUST00813,38,FEMALE,91348,Self-Employed,3,734
CUST01699,51,Female,75527,Salaried,17,680
CUST02294,36,Male,100182,Salaried,11,733
CUST00440,54,Female,137840,Full-Time,15,
CUST05901,44,m,6369,Unemployed,0,642
CUST01117,56,F,INR 70946,Business owner,,786
CUST01430,38,f,102759,Sal.,6,786
CUST04255,62,FEMALE,37300,Unknown,16,545
CUST05771,52,female,118,UNEMPLOYED,0,614
CUST04168,24, Female,60558,Sal.,2,1200
CUST01155,28,Male,138803,Full-Time,4,760
CUST03036,59,m,56952,self-employed,12,649
CUST03863,47,MALE,102372,salaried,8,840
CUST01993,62,Male,-1,Sal.,13,726
CUST01007,28,Male ,58817,Self-Employed,6,789
CUST01956,37,female,72674.00,Freelancer,14,606
CUST02662,49,,198326.00,Business Owner,10,712
CUST04156,24,m,81188,Self Employed,4,691
CUST05207,23,Male ,134674,salaried,3,626
CUST02851,58,MALE,57045,FREELANCER,34,760
CUST00645,nan,M,70047,Sal.,8,850
CUST01590,31,m,123614,Salaried,9,772
CUST04780,58,Unknown,86370,Self-Employed,31,795
CUST02885,27,male,83316,Full-Time,3,722
CUST05666,56,Male ,103270,Unknown,13,606
CUST00638,46,female,136158,Entrepreneur,7,577
CUST03649,43,F,NULL,salaried,13,832
CUST01757,53,Female,121271,Full-Time,11,649
CUST04997,39,F,95036,salaried,7,693
CUST05939,30,M,104161,salaried,9,788
CUST02354,26, Female,147601,BUSINESS OWNER,4,815
CUST00841,61,F,103687,self-employed,13,850
CUST02636,41,M,38284,Sal.,5,632
CUST01191,22,m,180802,Business Owner,1,620
CUST01216,42,Male,121427,Full-Time,2,668
CUST03397,32,M,147506.00,salaried,9,656
CUST00417,43,Male,97581,Salaried,20,715
CUST00815,25,m,23863,self-employed,2,661
CUST03126,22,Male,129942,Salaried, ,696
CUST03166,33,F,137261,Sal.,11,829
CUST03821,45,Male,"$91,717",self-employed,25,743
CUST03572,34,female,1808,Not Employed,0,760
CUST01541,26,Male,INR 68325,Full-Time,1,675
CUST05092,60,M,15043,nan,32,776
CUST03507,44,Male,67802,BUSINESS OWNER,10,-50
CUST04188,42,NB,31216,Gig Worker,#N/A,784
CUST01894,60,Male,256057,Business Owner,32,801
CUST00140,30,female,159714,Entrepreneur,9,Unknown
CUST05262,NULL,female,111412,Salaried,14,724
CUST01376,26,,141959,Sal.,2,676
CUST00392,39,M,3668,Not Employed,0,654
CUST04013,0, Female,24099,freelancer,4,850
CUST04028,34,Male,106543,Self Employed,999,617
CUST03409,39,female,87354,self-employed,16,687
CUST03349,57,female,47904,Freelancer,31,664
CUST04651,61,Male,86551,self-employed,9,583
CUST02265,45,Male ,N/A,FREELANCER,22,nan
CUST03484,57,Female,#N/A,SE,30,725
CUST01268,62,,34741,Free Lancer,33,731
CUST05086,47,Male,113073,salaried,17,
CUST03628,36,Male ,88591/-,Self Employed,5,786
CUST02347,21,MALE,226975,Entrepreneur,1,484
CUST03924,38,Female,68567,SE,12,850
CUST02734,48,male,74387,salaried,NULL,745
CUST03472,44,F,N/A,Sal.,14,786
CUST01457,54,MALE,61849,Salaried,13,Unknown
CUST01528,61,female,255188,Entrepreneur,35,803
CUST00787, ,Male,174760,Business owner,13,nan
CUST02275,51,Female,86960,Entrepreneur,17,713
CUST05025,28,Male,121330,Salaried,8,593
CUST02168,45,M,N/A,Self-Employed,16,#N/A
CUST02190,47,FEMALE,36529,Freelancer,26,663
CUST00049,51,Female,71884,freelancer,25,760
CUST00631,23,Female,126895,SALARIED,3,663
CUST02015,60,Male ,38844,SE,8,686
CUST04548,51,NB,3308,unemployed,0,728
CUST00794,7,Female,289152,Entrepreneur,NULL,789
CUST04832,55,Male ,48630,Gig Worker,7,740
CUST01682,21,Other,nan, ,1,525
CUST00110,65,female,46400,SE,35,549
CUST04998,64,FEMALE,164027,Business owner,23,741
CUST03526,,Male ,41994,#N/A,9,663
CUST01589,38,female,6341,Unemployed,0,770
CUST04049,23,M,9410,NULL,0,636
CUST00268,22,MALE,62741,Full-Time,1,713
CUST05221,27,male,INR -1,SALARIED,1,668
CUST03444,46,Male ,96321,Self Employed,9,746
CUST04479,59,MALE,26268,Free Lancer,27,564
CUST05585,56,MALE,103978,Self-Employed,15,753
CUST02628,49,m,97420,Sal.,16,Unknown
CUST00020,7,male,32367,Salaried,4,644
CUST00665,65,Male ,88973,Self employed,28,779
CUST02972,27,male,73888,self-employed,6,747
CUST04675,65, Female,63231,Gig Worker,1,N/A
CUST03848,64, Female,64966,salaried,29,707
CUST05252,22,MALE,108708,SE,1,689
CUST02926,29, Female,94594,salaried,7,740
CUST00125,37,Male ,292434,Business owner,16,576
CUST03595,60, Female,107109/-,Self Employed,10,721
CUST04489,42, Female,119951,Business Owner,1,704
CUST03902,-5,m,202124,Business Owner,8,849
CUST00404,48,M,137046,Salaried,21,649
CUST01002,26,male,99404,self-employed,4,787
CUST00052,30,,134072,SALARIED,1,811
CUST01966,52,FEMALE,8908,Unemployed,0,756
CUST05396,200, Female,89060,Self employed,4,703
CUST01073,48,m,4702,Jobless,100,656
CUST05602,49,male,110065/-,Self Employed,10,655
CUST02923,58,FEMALE,133762,Full-Time,27, 
CUST01224,33,MALE,65315/-,SE,8,699
CUST01055,23,m,nan,Gig Worker,2,730
CUST05101,63,FEMALE,102504,Sal.,31,770
CUST02353,44,F,62594,SE,3,795
CUST01277,48,Male,33141,salaried,13,738
CUST01511,44,Female,24783,Self employed,-3,754
CUST04324,42,Male,54285,Freelancer,Unknown,850
CUST01237,58,m, ,Entrepreneur,23,540
CUST02795,46, Female,44610,salaried,15,574
CUST05724,28,Male ,83907,Self Employed,6,570
CUST02106,45,female,N/A,SALARIED,6,707
CUST05575,56,Male ,57465,Self employed,6,N/A
CUST00274,25,Non-Binary,191374/-,Biz Owner,2,690
CUST03586,64,male,84447,Salaried,12,668
CUST01642,55,male,INR 132145,Salaried,24,630
CUST04824,39,m,99189,Sal.,10,795
CUST05847,46,NULL,48666,FREELANCER,17,0
CUST03758,27,Male,157683,BUSINESS OWNER,3,763
CUST01755,37,M,129589,Business owner,14,742
CUST02131,21,MALE,88497,Salaried,1,727
CUST03620,7,F,124566,Sal.,9,786
CUST05636,27,m,60335,Salaried,6,670
CUST00282,44,f,96669,salaried,14,817
CUST03375,58,Male ,106367,Business owner,20,799
CUST01924,41,FEMALE,245285,BUSINESS OWNER,20,747
CUST00200,200,F,266210,Business owner,6,756
CUST02098,39,M,105587,SALARIED,7,517
CUST03421,64,FEMALE,90539,SE,2,606
CUST03970,nan,MALE,100845,SALARIED,1,810
CUST02513,21,female,32709,Sal.,1,755
CUST04576,41,f,136415,salaried,5,706
CUST01581,35,f,104426,Full-Time,12,687
CUST05162,23,F,78706.00,Salaried,Unknown,582
CUST00310,23,female,64098,Self-Employed,3,618
CUST01128,130,MALE,91764,Self Employed,8,743
CUST05122,62,female,79458,Sal.,33,838
CUST01094,35, Female,103860,self-employed,10,799
CUST02655,36,M,69244,FREELANCER,13,634
CUST02730,59,Female,-5000,Full-Time,21,716
CUST03874,34,M,91290,Sal.,10,745
CUST04854,57,female,52026,SALARIED,12,731
CUST00698,45,Male,57483,Full-Time,1,606
CUST01411,42,F,47003,Sal.,3,681
CUST00311,33,male,3900,Jobless,0,736
CUST01810,40,FEMALE,281823,Business Owner,20,775
CUST05816,200,Male ,118091,SE,31,850
CUST02093,39,Male ,36055,Salaried,14,577
CUST00505,45,FEMALE,69594,NULL,5,626
CUST05005,26,M,32069,Salaried,3,664
CUST01063,38,Male,109833,SALARIED,4,628
CUST05775,39,Male ,59878,Sal.,3,674
CUST02457,47,Female,75333,salaried, ,784
CUST02568,62,Male,85583,Sal.,4,605
CUST00412,52,Female,109574,Salaried,17,565
CUST05378,22,nan,73054,Self Employed,2,481
CUST03299,24,Male ,122087,Sal.,4,565
CUST02797,63,F,77842,Self Employed,2,670
CUST05015,42,m,26992,freelancer,3,634
CUST02790,30,FEMALE,98955,Self Employed,9,786
CUST04226,130,Male ,115931,Self Employed,21,850
CUST00484,23,MALE,73536,salaried,3,711
CUST01819,24,Male ,5558,unemployed,0,802
CUST05513,62,NULL,70824,Sal.,14,836
CUST01940,54,m,nan,Full-Time,nan,741
CUST03777,32,female,118470,Full-Time,3,609
CUST03169,31,F,56908,Salaried,8,728
CUST01815,59,Female,"$33,444",Salaried,26,622
CUST04118,57,Female,109734,Sal.,18,625
CUST00034,64,MALE,87166.00,self-employed,Unknown,0
CUST04585,56,male,245668,Entrepreneur,11,791
CUST03805,61, Female,86835,Full-Time,18,792
CUST02584,62,FEMALE,234245,Business owner,11,850
CUST00990,37,MALE,78975,salaried,12,704
CUST01853,36,male,99499,SE,10,772
CUST05290,35,MALE,104010,salaried,10,526
CUST05008,36,Male ,INR 114709,Self Employed,5,761
CUST00467,36,female,28982,SE,12,714
CUST03802,40,Unknown,127102,salaried,19,806
CUST05572,64,MALE,134107,salaried,27,800
CUST04962,43,Male,54372,Self-Employed,16,762
CUST00449,64,female,139818,Salaried,28,785
CUST04747,27,f,52371,salaried,7,621
CUST02673,45,F,70014,Business Owner,100,717
CUST01220,50,f,80023,Self employed,nan,677
CUST05223,27,MALE,37829,Freelancer,3,689
CUST00542,37, Female,83669,SALARIED,8,761
CUST04814,31,male,39850,SALARIED, , 
CUST02486,31,female,125644,salaried,5,716
CUST04744,0,Female,139920,Full-Time,18,750
CUST02130,28,Female,147647,Salaried,5,738
CUST01745,38,m,82882,salaried,8,772
CUST00733,52,Female,75012,salaried,10,720
CUST01779,40,F,99232,Self Employed,16,#N/A
CUST05632,47,Male,3072,UNEMPLOYED,0,609
CUST03992,31,MALE,71594,Full-Time,Unknown,679
CUST01873,51,MALE,67656,Freelancer,23,520
CUST01371,44,N/A,221267,Business Owner,22,719
CUST05141,31,m,44894,Full-Time,8,631
CUST00494,27,female,44676,Free Lancer, ,613
CUST02246,31,Female,91663,Full-Time,2,641
CUST04371,65,Female,96398,Self Employed,20,642
CUST03849,-5,nan,30326,Self Employed,17,673
CUST01742,22,male,112508,Salaried,1,712
CUST03545,36,FEMALE,56309,self-employed,7,531
CUST02511,22,FEMALE,#N/A,Salaried,1,679
CUST05188,-5,MALE,74779,Business Owner,13,699
CUST00295,21,M,63120,Self Employed,1,620
CUST01729,52,f,73862,freelancer,17,750
CUST01263,23,Female,"$99,999,999",SE,1,733
CUST01904,62,MALE,36300,Self Employed,4,850
CUST01051,42,male,81488,Salaried,9,599
CUST01625,26,male,"$62,291",freelancer,6,779
CUST04060,50,Female,139667,SALARIED,12,699
CUST04791,45,M,22208,Self employed,15,796
CUST05850,34,Non binary,132341,Full-Time,4,789
CUST03727,57,m,99956,Full-Time,23,695
CUST01811,61,m,114038,Full-Time,8,756
CUST02388,26,Female,35238,nan,N/A,725
CUST04733,27,FEMALE,114360,SALARIED,1,748
CUST00435,52,Male,89546.00,Self-Employed,19,694
CUST04024,39,Male ,96872,self-employed,2,732
CUST02862,38,Male,82424,self-employed,2,513
CUST00646,39,Male ,45771,FREELANCER,18,745
CUST05573,50,male,59365,Self Employed,20,734
CUST03464,51,Male ,240419,BUSINESS OWNER,12,692
CUST02835,54,Male,64557,Self-Employed,23,839
CUST00233,28,f,92440,SALARIED,8,783
CUST02444,31,f,66014,Freelancer,10,757
CUST04430,38,F,77999,Salaried,2,618
CUST02442,60, Female,47333,FREELANCER,30,850
CUST03916,30,Male,126198,Sal.,6,709
CUST05311,26,MALE,137760,Full-Time,5,743
CUST03858,N/A,F,111283,BUSINESS OWNER,8,640
CUST02335,38,female,109679,BUSINESS OWNER,9,620
CUST01835,49,Other,90465,SALARIED,11,780
CUST00587,56,Male,201640,N/A,4,627
CUST04096,49,f,115898,Self employed,16,850
CUST00427,57,Female,221910,N/A,20,722
CUST02006,29,M,66630,BUSINESS OWNER,3,531
CUST02978,39,MALE,95799,Business Owner,14,560
CUST03060,32,m,49513,Sal.,6,706
CUST04781,39,m,55742,Salaried,N/A,742
CUST01552,46,male,115727/-,salaried,8,721
CUST05324,57,male,35434,Sal.,32,753
CUST05140,49,female,34288,self-employed,nan,771
CUST02088,39,f,108440,Full-Time,2,548
CUST04140,50,Male ,29182,Self Employed,4, 
CUST00457,52,M,9606,Unemployed,0,744
CUST05269,36,male,281009,Biz Owner,6,784
CUST03225,61,Male ,93989,Biz Owner,21,850
CUST02214,48,male,NULL, ,0, 
CUST05567,57,m,92524,Full-Time,31,850
CUST02591,32,Male ,32608,SALARIED,11,850
CUST00695,53,M,98658,Self-Employed,13,728
CUST01494,33,FEMALE,311,UNEMPLOYED,999,733
CUST05535,49,MALE,16210,Free Lancer,13, 
CUST01038,21, Female,114371,Full-Time,1,N/A
CUST05157,65,M,44616/-,SE,21,797
CUST04119,29,Male,81752,Salaried,4, 
CUST05392,57,NB,41231,Free Lancer,7,777
CUST03439,56,m,55575,Self Employed,12,Unknown
CUST03331,48,Female,"$101,429",Full-Time,23,653
CUST05616,49,FEMALE,8835,unemployed,0,749
CUST00540,51,f,49961, ,16,751
CUST03103,22,m,7315,unemployed,0,695
CUST00800,33,MALE,111918,Sal.,10,684
CUST01486,64,f,188429,Biz Owner,5,813
CUST01276,23,FEMALE,291032,Biz Owner,,847
CUST03183,38,Male,55855,,13,900
CUST04708,29,Male,74424,Business owner,3,747
